id,name,subClass,class,quality
191501,Sagacious Incense,Other,Consumable,Common
191502,Somniferous Incense,Other,Consumable,Common
191503,Somniferous Incense,Other,Consumable,Common
191504,Somniferous Incense,Other,Consumable,Common
191505,Exultant Incense,Other,Consumable,Common
191506,Exultant Incense,Other,Consumable,Common
191507,Exultant Incense,Other,Consumable,Common
191508,Fervid Incense,Other,Consumable,Common
191509,Fervid Incense,Other,Consumable,Common
191510,Fervid Incense,Other,Consumable,Common
191511,Stable Fluidic Draconium,Finishing Reagents,Tradeskill,Uncommon
191512,Stable Fluidic Draconium,Finishing Reagents,Tradeskill,Uncommon
191513,Stable Fluidic Draconium,Finishing Reagents,Tradeskill,Uncommon
191514,Brood Salt,Finishing Reagents,Tradeskill,Uncommon
191515,Brood Salt,Finishing Reagents,Tradeskill,Uncommon
191516,Brood Salt,Finishing Reagents,Tradeskill,Uncommon
191517,Writhefire Oil,Finishing Reagents,Tradeskill,Uncommon
191518,Writhefire Oil,Finishing Reagents,Tradeskill,Uncommon
191519,Writhefire Oil,Finishing Reagents,Tradeskill,Uncommon
191520,Agitating Potion Augmentation,Finishing Reagents,Tradeskill,Uncommon
191521,Agitating Potion Augmentation,Finishing Reagents,Tradeskill,Uncommon
191522,Agitating Potion Augmentation,Finishing Reagents,Tradeskill,Uncommon
191523,Reactive Phial Embellishment,Finishing Reagents,Tradeskill,Uncommon
191524,Reactive Phial Embellishment,Finishing Reagents,Tradeskill,Uncommon
191525,Reactive Phial Embellishment,Finishing Reagents,Tradeskill,Uncommon
191526,Lesser Illustrious Insight,Finishing Reagents,Tradeskill,Rare
191529,Illustrious Insight,Finishing Reagents,Tradeskill,Rare
191532,Potion Absorption Inhibitor,Optional Reagents,Tradeskill,Rare
191533,Potion Absorption Inhibitor,Optional Reagents,Tradeskill,Rare
191534,Potion Absorption Inhibitor,Optional Reagents,Tradeskill,Rare
191538,Relic Fragment,Quest,Quest,Common
191539,Sarnai's Collar,Quest,Quest,Common
191540,Batu's Collar,Quest,Quest,Common
191541,Shikaar Supplies,Quest,Quest,Common
191542,Recipe: Potion Cauldron of Power,Alchemy,Recipe,Rare
191543,Recipe: Potion Cauldron of Ultimate Power,Alchemy,Recipe,Rare
191544,Recipe: Cauldron of the Pooka,Alchemy,Recipe,Rare
191545,Recipe: Sustaining Alchemist's Stone,Alchemy,Recipe,Epic
191546,Wind-Infused Shell,Quest,Quest,Common
191547,Recipe: Alacritous Alchemist Stone,Alchemy,Recipe,Epic
191548,Bronze Pocket Watch,Quest,Quest,Common
191549,Water-Infused Shell,Quest,Quest,Common
191551,Encrusted Key [DNT],Quest,Quest,Common
191553,Blood Knight's Dedication Helm,Plate,Armor,Rare
191554,Blood Knight's Dedication Belt,Plate,Armor,Rare
191555,Blood Knight's Dedication Greaves,Plate,Armor,Rare
191556,Blood Knight's Dedication Breastplate,Plate,Armor,Rare
191557,Blood Knight's Dedication Gauntlets,Plate,Armor,Rare
191558,Blood Knight's Dedication Chausses,Plate,Armor,Rare
191559,Blood Knight's Dedication Shoulderplates,Plate,Armor,Rare
191560,Blood Knight's Dedication Bracers,Plate,Armor,Rare
191561,Blood Knight's Dedication Cloak,Cloth,Armor,Rare
191562,Blood Knight's Dedication Cape,Cloth,Armor,Rare
191563,Blood Knight's Dedication Drape,Cloth,Armor,Rare
191564,Blood Knight's Dedication Mantle,Cloth,Armor,Rare
191565,Ensemble: Blood Knight's Dedication,Other,Consumable,Epic
191566,Elusive Emerald Hawkstrider,Mount,Miscellaneous,Epic
191567,[DNT] Placeholder Item,Quest,Quest,Common
191568,Pulsating Thorn,Quest,Quest,Common
191570,Dragon's Alchemical Solution,Other,Tradeskill,Rare
191578,Recipe: Transmute: Awakened Fire,Alchemy,Recipe,Rare
191579,Recipe: Transmute: Awakened Frost,Alchemy,Recipe,Rare
191580,Recipe: Transmute: Awakened Earth,Alchemy,Recipe,Rare
191581,Recipe: Transmute: Awakened Air,Alchemy,Recipe,Rare
191582,Recipe: Transmute: Decay to Elements,Alchemy,Recipe,Rare
191583,Recipe: Transmute: Order to Elements,Alchemy,Recipe,Rare
191584,Recipe: Primal Convergent,Alchemy,Recipe,Rare
191585,Recipe: Omnium Draconis,Alchemy,Recipe,Rare
191586,Recipe: Sagacious Incense,Alchemy,Recipe,Rare
191587,Recipe: Somniferous Incense,Alchemy,Recipe,Rare
191588,Recipe: Exultant Incense,Alchemy,Recipe,Rare
191589,Recipe: Fervid Incense,Alchemy,Recipe,Rare
191590,Recipe: Stable Fluidic Draconium,Alchemy,Recipe,Rare
191591,Recipe: Brood Salt,Alchemy,Recipe,Rare
191592,Recipe: Writhefire Oil,Alchemy,Recipe,Rare
191593,Recipe: Agitating Potion Augmentation,Alchemy,Recipe,Rare
191594,Recipe: Reactive Phial Embellishment,Alchemy,Recipe,Rare
191596,Recipe: Illustrious Insight,Alchemy,Recipe,Rare
191597,Recipe: Potion Absorption Inhibitor,Alchemy,Recipe,Rare
191599,Recipe: Basic Potion Experimentation,Alchemy,Recipe,Rare
191600,Recipe: Advanced Potion Experimentation,Alchemy,Recipe,Rare
191601,Recipe: Basic Phial Experimentation,Alchemy,Recipe,Rare
191602,Recipe: Advanced Phial Experimentation,Alchemy,Recipe,Rare
191604,Veil-Touched Ranseur,Polearm,Weapon,Epic
191616,Fireplume Crest,Cosmetic,Armor,Epic
191617,Fireplume Vestments,Cosmetic,Armor,Epic
191618,Fireplume Coverts,Cosmetic,Armor,Epic
191619,Fireplume Flarewraps,Cosmetic,Armor,Epic
191620,Fireplume Plumage,Cosmetic,Armor,Epic
191621,Fireplume Insignia,Cosmetic,Armor,Epic
191622,Fireplume Talons,Cosmetic,Armor,Epic
191623,Unstable Frostfire Belt,Plate,Armor,Epic
191625,Lavaforge Monolith,Staff,Weapon,Epic
191626,Lavaforge Hacker,Axe,Weapon,Epic
191627,Fireplume Blouse,Cosmetic,Armor,Epic
191628,Fireplume Tailwinds,Cosmetic,Armor,Epic
191631,Lavaforge Bulwark,Shield,Armor,Epic
191633,A Shard of Crystallized Mana,Quest,Quest,Common
191634,Memory of Unity,Quest,Quest,Legendary
191635,Memory of Unity,Quest,Quest,Legendary
191636,Memory of Unity,Quest,Quest,Legendary
191637,Memory of Unity,Quest,Quest,Legendary
191638,Memory of Unity,Quest,Quest,Legendary
191639,Memory of Unity,Quest,Quest,Legendary
191640,Memory of Unity,Quest,Quest,Legendary
191641,Memory of Unity,Quest,Quest,Legendary
191642,Memory of Unity,Quest,Quest,Legendary
191643,Memory of Unity,Quest,Quest,Legendary
191644,Memory of Unity,Quest,Quest,Legendary
191645,Memory of Unity,Quest,Quest,Legendary
191646,Blue-Tailed Minnow,Quest,Quest,Common
191648,Dark Ranger's Cowl,Mail,Armor,Rare
191649,Dark Ranger's Boots,Mail,Armor,Rare
191650,Dark Ranger's Vest,Mail,Armor,Rare
191651,Dark Ranger's Gloves,Mail,Armor,Rare
191652,Dark Ranger's Legguards,Mail,Armor,Rare
191653,Dark Ranger's Shoulders,Mail,Armor,Rare
191654,Dark Ranger's Belt,Mail,Armor,Rare
191655,Dark Ranger's Wristbands,Mail,Armor,Rare
191657,Dark Ranger's Cloak,Cloth,Armor,Rare
191658,Ensemble: Dark Ranger's Attire,Other,Consumable,Epic
191659,Cindershard Coal,Quest,Quest,Common
191665,Testing Kit,Quest,Quest,Common
191667,Aged Key,Other,Miscellaneous,Common
191668,Carved Stone Whale,Quest,Quest,Common
191669,Engraved Tusk,Quest,Quest,Common
191670,Beaded Feather Band,Quest,Quest,Common
191671,Fragmented Tuskarr Effigy,Quest,Quest,Common
191672,Mark of the Provider,Quest,Quest,Common
191673,Grinning Dolphin Fetish,Quest,Quest,Common
191676,Concentrated Essence of Water,Quest,Quest,Common
191681,Im-PECK-able Screechflight Disguise,Quest,Quest,Common
191683,Obsidian Bickern,Quest,Quest,Common
191684,Blacksteel Tongs,Quest,Quest,Common
191686,Dragonclaw Punch,Quest,Quest,Common
191701,Bag of Explored Souls,Other,Consumable,Legendary
191702,Matilda's Favorite Fishing Rod,Quest,Quest,Common
191703,Weirdly Huge Gorloc Eye,Explosives and Devices,Consumable,Common
191719,Sticky Key,Quest,Quest,Common
191729,Toxin Antidote,Quest,Quest,Common
191730,Horn Signet of Tenezeth,Quest,Quest,Common
191731,Horn Signet of Rethenash,Quest,Quest,Common
191732,Horn Signet of Katrinasa,Quest,Quest,Common
191733,Report: Infestation,Quest,Quest,Common
191734,Motion Sick Peon's Magical Elixir,Elixirs,Consumable,Rare
191752,Horn Signet,Quest,Quest,Common
191763,Im-PECK-able Screechflight Disguise v2,Quest,Quest,Common
191774,Fireplume Claws,Cosmetic,Armor,Epic
191775,Fireplume Shorts and Stockings,Cosmetic,Armor,Epic
191776,Fireplume Coverts,Cosmetic,Armor,Epic
191779,Fireplume Halter,Cosmetic,Armor,Epic
191780,Rigid Basilisk Hide,Quest,Quest,Common
191781,Vestige of the Devourers,Optional Reagents,Tradeskill,Legendary
191782,Fresh Proto-Dragon Wings,Quest,Quest,Common
191784,Dragon Shard of Knowledge,Elemental,Tradeskill,Epic
191785,Overly Loud Pocketwatch,Other,Miscellaneous,Common
191786,Elaborate Lace Cuff,Other,Miscellaneous,Common
191787,Partially Digested Hand,Junk,Miscellaneous,Poor
191788,Field Sampling Tool,Quest,Quest,Common
191797,Obsidian Dracthyr Battlegear Hauberk,Mail,Armor,Uncommon
191798,Obsidian Dracthyr Battlegear Grips,Mail,Armor,Uncommon
191799,Obsidian Dracthyr Battlegear Helm,Mail,Armor,Uncommon
191800,Obsidian Dracthyr Battlegear Leggings,Mail,Armor,Uncommon
191801,Obsidian Dracthyr Battlegear Monnion,Mail,Armor,Uncommon
191802,Obsidian Dracthyr Battlegear Belt,Mail,Armor,Uncommon
191803,Obsidian Dracthyr Battlegear Bracers,Mail,Armor,Uncommon
191804,Obsidian Dracthyr Battlegear Cover,Mail,Armor,Uncommon
191805,Crimson Dracthyr Battlegear Hauberk,Mail,Armor,Rare
191806,Crimson Dracthyr Battlegear Grips,Mail,Armor,Rare
191807,Crimson Dracthyr Battlegear Helm,Mail,Armor,Rare
191808,Crimson Dracthyr Battlegear Leggings,Mail,Armor,Rare
191809,Crimson Dracthyr Battlegear Monnion,Mail,Armor,Rare
191810,Crimson Dracthyr Battlegear Belt,Mail,Armor,Rare
191811,Crimson Dracthyr Battlegear Bracers,Mail,Armor,Rare
191812,Crimson Dracthyr Battlegear Treads,Mail,Armor,Rare
191813,Sandshaped Dracthyr Battlegear Hauberk,Mail,Armor,Uncommon
191814,Sandshaped Dracthyr Battlegear Grips,Mail,Armor,Uncommon
191815,Sandshaped Dracthyr Battlegear Helm,Mail,Armor,Uncommon
191816,Sandshaped Dracthyr Battlegear Leggings,Mail,Armor,Uncommon
191817,Sandshaped Dracthyr Battlegear Monnion,Mail,Armor,Uncommon
191818,Sandshaped Dracthyr Battlegear Belt,Mail,Armor,Uncommon
191819,Sandshaped Dracthyr Battlegear Bracers,Mail,Armor,Uncommon
191820,Sandshaped Dracthyr Battlegear Cover,Mail,Armor,Uncommon
191821,Obsidian Dracthyr Battlegear Hauberk,Mail,Armor,Uncommon
191822,Obsidian Dracthyr Battlegear Grips,Mail,Armor,Uncommon
191823,Obsidian Dracthyr Battlegear Helm,Mail,Armor,Uncommon
191824,Obsidian Dracthyr Battlegear Leggings,Mail,Armor,Uncommon
191825,Obsidian Dracthyr Battlegear Monnion,Mail,Armor,Uncommon
191826,Obsidian Dracthyr Battlegear Belt,Mail,Armor,Uncommon
191827,Obsidian Dracthyr Battlegear Bracers,Mail,Armor,Uncommon
191828,Obsidian Dracthyr Battlegear Cover,Mail,Armor,Uncommon
191829,Cobalt Guardian's Hauberk,Mail,Armor,Rare
191830,Cobalt Guardian's Grips,Mail,Armor,Rare
191831,Cobalt Guardian's Helm,Mail,Armor,Rare
191832,Cobalt Guardian's Leggings,Mail,Armor,Rare
191833,Cobalt Guardian's Pauldron,Mail,Armor,Rare
191834,Cobalt Guardian's Belt,Mail,Armor,Rare
191835,Cobalt Guardian's Bracers,Mail,Armor,Rare
191836,Cobalt Guardian's Cover,Mail,Armor,Rare
191837,Earthen Charm,Key,Key,Rare
191838,Subterranean Magmammoth,Mount,Miscellaneous,Epic
191839,Fragrant Bloom,Quest,Quest,Common
191840,Mudfin Pouch,Quest,Quest,Common
191847,Basilisk Egg,Quest,Quest,Common
191848,Draconium Angle Iron,Other,Miscellaneous,Common
191849,Serevite Angle Iron,Other,Miscellaneous,Common
191850,Broken Serevite Blade Tip,Other,Miscellaneous,Common
191851,Dull Draconium Weapon Head,Other,Miscellaneous,Common
191852,Waywatcher Supplies,Quest,Quest,Common
191853,Draconic Crystal,Quest,Quest,Common
191855,Qalashi Trophy,Quest,Quest,Common
191856,Reinforced Hooked Line,Other,Miscellaneous,Common
191857,Warmwater Riverfish,Quest,Quest,Common
191858,Succulent Snapper Meat,Quest,Quest,Common
191859,Half-Boiled Fish,Quest,Quest,Common
191861,Rocdrop Carapace,Junk,Miscellaneous,Poor
191862,Whalebone Fragment,Quest,Quest,Common
191863,Waterlogged Wood,Quest,Quest,Common
191864,Rocdrop Pudgepart,Junk,Miscellaneous,Poor
191872,Armor Spikes,Optional Reagents,Tradeskill,Rare
191873,Armor Spikes,Optional Reagents,Tradeskill,Rare
191886,Alvin the Anvil,Companion Pets,Miscellaneous,Rare
191888,Khaz'gorite Blacksmith's Hammer,Blacksmithing,Profession,Rare
191889,Ancient Sword Design,Quest,Quest,Uncommon
191891,Professor Chirpsnide's Im-PECK-able Harpy Disguise,Other,Miscellaneous,Rare
191901,Intact Skull,Quest,Quest,Common
191902,Fallen Defender's Ring,Quest,Quest,Common
191904,Orb of Primal Stone,Quest,Quest,Common
191905,Fleeting Elemental Potion of Power,Potions,Consumable,Common
191906,Fleeting Elemental Potion of Power,Potions,Consumable,Common
191907,Fleeting Elemental Potion of Power,Potions,Consumable,Common
191908,Horn of Scorxia,Quest,Quest,Common
191910,Confounding Antique Cypher,Other,Consumable,Epic
191911,Cosmic Creation Impetus,Other,Consumable,Epic
191912,Fleeting Elemental Potion of Ultimate Power,Potions,Consumable,Common
191913,Fleeting Elemental Potion of Ultimate Power,Potions,Consumable,Common
191914,Fleeting Elemental Potion of Ultimate Power,Potions,Consumable,Common
191915,Shaggy,Companion Pets,Miscellaneous,Rare
191916,[DNT] Engraved Spyglass,Quest,Quest,Common
191917,Suspiciously Fuzzy Drink,Food & Drink,Consumable,Common
191918,Suspiciously Fuzzy Drink,Food & Drink,Consumable,Common
191919,Suspiciously Fuzzy Drink,Food & Drink,Consumable,Common
191923,[DNT] Worn Key,Quest,Quest,Common
191924,Alvi's Spyglass,Quest,Quest,Common
191925,Falling Star Flinger,Holiday,Miscellaneous,Rare
191926,Confounding Ancient Cypher,Other,Consumable,Epic
191927,Sacred Creation Impetus,Other,Consumable,Epic
191928,Brena's Totem,Quest,Quest,Common
191930,Wakyn,Companion Pets,Miscellaneous,Rare
191932,Violet Violence,Companion Pets,Miscellaneous,Rare
191933,Primal Whetstone,Other,Consumable,Uncommon
191936,Secretive Frogduck,Companion Pets,Miscellaneous,Rare
191937,Falling Star Catcher,Holiday,Miscellaneous,Rare
191938,Congealing Essence,Quest,Quest,Common
191939,Primal Whetstone,Other,Consumable,Uncommon
191940,Primal Whetstone,Other,Consumable,Uncommon
191941,Crystalline Mini-Monster,Companion Pets,Miscellaneous,Rare
191943,Primal Weightstone,Other,Consumable,Uncommon
191944,Primal Weightstone,Other,Consumable,Uncommon
191945,Primal Weightstone,Other,Consumable,Uncommon
191946,Mister Muskoxeles,Companion Pets,Miscellaneous,Rare
191947,Parachutes,Quest,Quest,Common
191948,Primal Razorstone,Other,Consumable,Uncommon
191949,Primal Razorstone,Other,Consumable,Uncommon
191950,Primal Razorstone,Other,Consumable,Uncommon
191951,Lost Banana,Other,Miscellaneous,Common
191952,Ley Scepter,Quest,Quest,Common
191953,Bag of Helpful Goods,Quest,Quest,Common
191954,Bag of Helpful Goods,Quest,Quest,Common
191956,Suspicious Vial,Quest,Quest,Common
191957,Fallen Knight's Ranseur,Polearm,Weapon,Rare
191978,Bag of Helpful Goods,Quest,Quest,Common
191979,Arcane Stepping Stone,Quest,Quest,Common
191983,Cobalt Watcher's Vestment,Cloth,Armor,Uncommon
191984,Cobalt Watcher's Sandals,Cloth,Armor,Uncommon
191985,Infurious Warboots of Impunity,Plate,Armor,Epic
191986,Cobalt Watcher's Handwraps,Cloth,Armor,Uncommon
191987,Cobalt Watcher's Cowl,Cloth,Armor,Uncommon
191988,Cobalt Watcher's Leggings,Cloth,Armor,Uncommon
191989,Cobalt Watcher's Cord,Cloth,Armor,Uncommon
191990,Cobalt Watcher's Cuffs,Cloth,Armor,Uncommon
191991,Ottuk Hide Waders,Leather,Armor,Uncommon
191992,Ottuk Hide Grips,Leather,Armor,Uncommon
191993,Ottuk Hide Helm,Leather,Armor,Uncommon
191994,Ottuk Hide Breeches,Leather,Armor,Uncommon
191995,Ottuk Hide Sash,Leather,Armor,Uncommon
191996,Ottuk Hide Bindings,Leather,Armor,Uncommon
191997,Ohn'ahran Falconer's Chainmail,Mail,Armor,Uncommon
191998,Ohn'ahran Falconer's Striders,Mail,Armor,Uncommon
191999,Ohn'ahran Falconer's Grips,Mail,Armor,Uncommon
192000,Ohn'ahran Falconer's Coif,Mail,Armor,Uncommon
192001,Ohn'ahran Falconer's Greaves,Mail,Armor,Uncommon
192002,Ohn'ahran Falconer's Shoulderguards,Mail,Armor,Uncommon
192003,Ohn'ahran Falconer's Cinch,Mail,Armor,Uncommon
192004,Ohn'ahran Falconer's Bracers,Mail,Armor,Uncommon
192005,Wyrmforged Helm,Plate,Armor,Uncommon
192006,Wyrmforged Breastplate,Plate,Armor,Uncommon
192007,Wyrmforged Sabatons,Plate,Armor,Uncommon
192008,Wyrmforged Gauntlets,Plate,Armor,Uncommon
192009,Wyrmforged Legguards,Plate,Armor,Uncommon
192010,Wyrmforged Mantle,Plate,Armor,Uncommon
192011,Wyrmforged Girdle,Plate,Armor,Uncommon
192012,Wyrmforged Armplates,Plate,Armor,Uncommon
192013,Ottuk Hide Vest,Leather,Armor,Uncommon
192014,Ottuk Hide Epaulets,Leather,Armor,Uncommon
192015,Cobalt Watcher's Shoulderpads,Cloth,Armor,Uncommon
192016,Drakescale Heater Shield,Shield,Armor,Uncommon
192017,Thrumming Celestial Arrangement,Miscellaneous,Armor,Uncommon
192018,Piercing Shikaar Thrust,Polearm,Weapon,Uncommon
192019,Calibrated Hand Cannon,Gun,Weapon,Uncommon
192020,Ceremonial Ohn'ir Dagger,Dagger,Weapon,Uncommon
192021,Qalashi Crustshaper's Greatmace,Mace,Weapon,Uncommon
192022,Plumed Outrunner's Dirk,Dagger,Weapon,Uncommon
192023,Lava-Forged Decapitator,Sword,Weapon,Uncommon
192024,Dragonflayer's Seething Shortsword,Sword,Weapon,Uncommon
192025,World Breaker's Maul,Mace,Weapon,Uncommon
192026,10.0 PH Dragonscale Expedition Band,Miscellaneous,Armor,Uncommon
192027,10.0 PH Dragonscale Expedition Signet,Miscellaneous,Armor,Uncommon
192028,Metalshaper's Obsidian Mace,Mace,Weapon,Uncommon
192029,Swift Dragonbone Mace,Mace,Weapon,Uncommon
192030,Dexterous War Pole,Staff,Weapon,Uncommon
192031,Nokhud Impaling Halberd,Polearm,Weapon,Uncommon
192032,Searing Wyvern Brand,Mace,Weapon,Uncommon
192033,Maruuk Battle Standard,Staff,Weapon,Uncommon
192034,Marauder's Singing Blade,Warglaives,Weapon,Uncommon
192036,10.0 PH Dragonscale Expedition Band,Miscellaneous,Armor,Uncommon
192037,Ohn'ahran Falconer's Belt,Mail,Armor,Uncommon
192039,10.0 PH Dragonscale Expedition Choker,Miscellaneous,Armor,Uncommon
192054,Medallion of a Fallen Friend,Quest,Quest,Common
192055,Dragon Isles Artifact,Other,Miscellaneous,Uncommon
192079,Fossil Fragments,Quest,Quest,Common
192081,Shield of the Hearth,Shield,Armor,Epic
192089,Fresh Vorquin Carcass,Junk,Miscellaneous,Poor
192093,Gently Shaken Gift,Junk,Miscellaneous,Common
192094,Winter Veil Gift,Junk,Miscellaneous,Common
192095,Spool of Wilderthread,Cloth,Tradeskill,Common
192096,Spool of Wilderthread,Cloth,Tradeskill,Common
192097,Spool of Wilderthread,Cloth,Tradeskill,Common
192098,Herbed Turtle Meat,Quest,Quest,Common
192099,Earpieces of Tranquil Focus,Other,Miscellaneous,Rare
192111,Renewed Proto-Drake: Red Scales,Other,Miscellaneous,Rare
192112,Reclaimer Pickaxe,Axe,Weapon,Common
192123,Job Description,Quest,Quest,Common
192124,Sulfurus Residue,Quest,Quest,Common
192125,'Mundane' Gem,Quest,Quest,Common
192126,Intact Dracthyr Weapon,Quest,Quest,Common
192128,Reinforced Scale Sample,Other,Miscellaneous,Common
192129,Azure Basilisk Belly,Other,Miscellaneous,Common
192130,Sundered Flame Weapon Mold,Other,Miscellaneous,Common
192131,Valdrakken Weapon Chain,Other,Miscellaneous,Rare
192132,Draconium Blade Sharpener,Other,Miscellaneous,Rare
192153,Frigidfish,Quest,Quest,Common
192180,Basic Phial Alchemical Experimentation,Alchemy,Recipe,Uncommon
192181,Order to Elements,Explosives and Devices,Consumable,Common
192182,Decay to Elements,Explosives and Devices,Consumable,Common
192188,Tuskarr Fishing Gear,Quest,Quest,Common
192189,Hunting Game Calls,Quest,Quest,Common
192190,Skinning Tools,Quest,Quest,Common
192191,Tuskarr Fishing Net,Quest,Quest,Common
192194,Draconic Tools,Other,Miscellaneous,Common
192205,Eternal Gladiator's Prestigious Cloak,Cloth,Armor,Epic
192206,Eternal Gladiator's Tabard,Miscellaneous,Armor,Epic
192207,Eternal Gladiator's Chalice,Miscellaneous,Armor,Epic
192208,Eternal Gladiator's Guard,Shield,Armor,Epic
192209,Eternal Gladiator's Cloak,Cloth,Armor,Epic
192210,Eternal Gladiator's Drape,Cloth,Armor,Epic
192211,Eternal Gladiator's Shawl,Cloth,Armor,Epic
192212,Eternal Gladiator's Greatcloak,Cloth,Armor,Epic
192213,Eternal Gladiator's Ring,Miscellaneous,Armor,Epic
192214,Eternal Gladiator's Band,Miscellaneous,Armor,Epic
192215,Eternal Gladiator's Signet,Miscellaneous,Armor,Epic
192216,Eternal Gladiator's Necklace,Miscellaneous,Armor,Epic
192217,Eternal Gladiator's Pendant,Miscellaneous,Armor,Epic
192218,Eternal Gladiator's Amulet,Miscellaneous,Armor,Epic
192219,Eternal Gladiator's Silk Robe,Cloth,Armor,Epic
192220,Eternal Gladiator's Silk Vestments,Cloth,Armor,Epic
192221,Eternal Gladiator's Silk Slippers,Cloth,Armor,Epic
192222,Eternal Gladiator's Silk Treads,Cloth,Armor,Epic
192223,Eternal Gladiator's Silk Gloves,Cloth,Armor,Epic
192224,Eternal Gladiator's Silk Handwraps,Cloth,Armor,Epic
192225,Eternal Gladiator's Silk Hood,Cloth,Armor,Epic
192226,Eternal Gladiator's Silk Guise,Cloth,Armor,Epic
192227,Eternal Gladiator's Silk Leggings,Cloth,Armor,Epic
192228,Eternal Gladiator's Silk Trousers,Cloth,Armor,Epic
192229,Eternal Gladiator's Silk Mantle,Cloth,Armor,Epic
192230,Eternal Gladiator's Silk Amice,Cloth,Armor,Epic
192231,Eternal Gladiator's Silk Cord,Cloth,Armor,Epic
192232,Eternal Gladiator's Silk Belt,Cloth,Armor,Epic
192233,Eternal Gladiator's Silk Wristwraps,Cloth,Armor,Epic
192234,Eternal Gladiator's Silk Armbands,Cloth,Armor,Epic
192235,Eternal Gladiator's Leather Vest,Leather,Armor,Epic
192236,Eternal Gladiator's Leather Jerkin,Leather,Armor,Epic
192237,Eternal Gladiator's Leather Boots,Leather,Armor,Epic
192238,Eternal Gladiator's Leather Treads,Leather,Armor,Epic
192239,Eternal Gladiator's Leather Gloves,Leather,Armor,Epic
192240,Eternal Gladiator's Leather Grips,Leather,Armor,Epic
192241,Eternal Gladiator's Leather Helm,Leather,Armor,Epic
192242,Eternal Gladiator's Leather Mask,Leather,Armor,Epic
192243,Eternal Gladiator's Leather Breeches,Leather,Armor,Epic
192244,Eternal Gladiator's Leather Legwraps,Leather,Armor,Epic
192245,Eternal Gladiator's Leather Spaulders,Leather,Armor,Epic
192246,Eternal Gladiator's Leather Shoulderpads,Leather,Armor,Epic
192247,Eternal Gladiator's Leather Belt,Leather,Armor,Epic
192248,Eternal Gladiator's Leather Strap,Leather,Armor,Epic
192249,Eternal Gladiator's Leather Wristwraps,Leather,Armor,Epic
192250,Eternal Gladiator's Leather Wristguards,Leather,Armor,Epic
192251,Eternal Gladiator's Chain Vest,Mail,Armor,Epic
192252,Eternal Gladiator's Chain Tunic,Mail,Armor,Epic
192253,Eternal Gladiator's Chain Sabatons,Mail,Armor,Epic
192254,Eternal Gladiator's Chain Boots,Mail,Armor,Epic
192255,Eternal Gladiator's Chain Gauntlets,Mail,Armor,Epic
192256,Eternal Gladiator's Chain Handguards,Mail,Armor,Epic
192257,Eternal Gladiator's Chain Helm,Mail,Armor,Epic
192258,Eternal Gladiator's Chain Faceguard,Mail,Armor,Epic
192259,Eternal Gladiator's Chain Leggings,Mail,Armor,Epic
192260,Eternal Gladiator's Chain Breeches,Mail,Armor,Epic
192261,Eternal Gladiator's Chain Monnion,Mail,Armor,Epic
192262,Eternal Gladiator's Chain Shoulderguard,Mail,Armor,Epic
192263,Eternal Gladiator's Chain Belt,Mail,Armor,Epic
192264,Eternal Gladiator's Chain Girdle,Mail,Armor,Epic
192265,Eternal Gladiator's Chain Wristguards,Mail,Armor,Epic
192266,Eternal Gladiator's Chain Bracers,Mail,Armor,Epic
192267,Eternal Gladiator's Plate Chestguard,Plate,Armor,Epic
192268,Eternal Gladiator's Plate Chestplate,Plate,Armor,Epic
192269,Eternal Gladiator's Plate Warboots,Plate,Armor,Epic
192270,Eternal Gladiator's Plate Stompers,Plate,Armor,Epic
192271,Eternal Gladiator's Plate Gauntlets,Plate,Armor,Epic
192272,Eternal Gladiator's Plate Handguards,Plate,Armor,Epic
192273,Eternal Gladiator's Plate Helm,Plate,Armor,Epic
192274,Eternal Gladiator's Plate Helmet,Plate,Armor,Epic
192275,Eternal Gladiator's Plate Legguards,Plate,Armor,Epic
192276,Eternal Gladiator's Plate Wargreaves,Plate,Armor,Epic
192277,Eternal Gladiator's Plate Shoulders,Plate,Armor,Epic
192278,Eternal Gladiator's Plate Pauldrons,Plate,Armor,Epic
192279,Eternal Gladiator's Plate Girdle,Plate,Armor,Epic
192280,Eternal Gladiator's Plate Greatbelt,Plate,Armor,Epic
192281,Eternal Gladiator's Plate Wristguards,Plate,Armor,Epic
192282,Eternal Gladiator's Plate Vambraces,Plate,Armor,Epic
192283,Eternal Gladiator's Splitter,Axe,Weapon,Epic
192284,Eternal Gladiator's Hacker,Axe,Weapon,Epic
192285,Eternal Gladiator's Knife,Dagger,Weapon,Epic
192286,Eternal Gladiator's Ritual Dagger,Dagger,Weapon,Epic
192287,Eternal Gladiator's Gladius,Sword,Weapon,Epic
192288,Eternal Gladiator's Ceremonial Sword,Sword,Weapon,Epic
192289,Eternal Gladiator's Xiphos,Sword,Weapon,Epic
192290,Eternal Gladiator's Warglaive,Warglaives,Weapon,Epic
192291,Eternal Gladiator's Pulverizer,Mace,Weapon,Epic
192292,Eternal Gladiator's Ballista,Crossbow,Weapon,Epic
192293,Eternal Gladiator's Scythe,Polearm,Weapon,Epic
192294,Eternal Gladiator's Vesper,Staff,Weapon,Epic
192295,Eternal Gladiator's Badge of Ferocity,Miscellaneous,Armor,Epic
192296,Eternal Gladiator's Insignia of Alacrity,Miscellaneous,Armor,Epic
192297,Eternal Gladiator's Emblem,Miscellaneous,Armor,Epic
